participant,exp,task,item,status,TextGridLabel,duration,time_course_segment,sex,f0,f1,f2,f3,in,is_palatal,f1norm,f2norm,pre_c
p04,carrier,1,manhiala,hit,i,70.48,30,m,113.72,471.47,2510.02,3124.6,75.17,palatal,-0.18964057003912213,1.1699349506988284,nh
p04,carrier,1,manhiala,hit,i,70.48,40,m,113.89,498.53,2431.99,3081.96,75.39,palatal,0.05493217397776442,0.920094804783852,nh
p04,carrier,1,manhiala,hit,i,70.48,50,m,114.21,530.36,2404.05,3008.74,75.79,palatal,0.34261696488898113,0.8306351908294202,nh
p04,carrier,1,manhiala,hit,i,70.48,60,m,114.33,565.74,2394.38,2926.14,76.35,palatal,0.6623872414343419,0.7996733273025992,nh
p04,carrier,1,manhiala,hit,i,70.48,70,m,114.29,592.95,2260.47,2905.44,76.81,palatal,0.908315710196334,0.3709139534787562,nh
p04,carrier,1,manhiala,hit,i,70.48,80,m,114.17,628.7,2197.9,2848.94,77.02,palatal,1.2314301077796197,0.17057436703892598,nh
p04,carrier,1,manhiala,hit,i,70.48,90,m,114.02,677.05,2250.1,2735.85,77.19,palatal,1.6684253839516991,0.33771079683210403,nh
p04,carrier,1,manhiala,hit,i,70.48,100,m,113.81,708.59,1999.07,2828.88,77.39,palatal,1.9534891070223803,-0.4660489344127548,nh
p04,carrier,1,mebochiana,hit,i,27.2,0,m,NA,515.87,2270.4,3217.39,77,palatal,0.2116539545118675,0.4027082973072297,ch
p04,carrier,1,mebochiana,hit,i,27.2,10,m,NA,514.2,2256.22,3120.76,78.33,palatal,0.19656021901636891,0.3573061023940626,ch
p04,carrier,1,mebochiana,hit,i,27.2,20,m,NA,512.53,2242.03,3024.14,79.37,palatal,0.18146648352086933,0.31187188900775725,ch
p04,carrier,1,mebochiana,hit,i,27.2,30,m,113.59,521.81,2235.44,3014.05,80.06,palatal,0.2653406544180129,0.2907717152081965,ch
p04,carrier,1,mebochiana,hit,i,27.2,40,m,113.57,532.69,2229.94,3016.58,80.53,palatal,0.36367588926294114,0.27316155498094585,ch
p04,carrier,1,mebochiana,hit,i,27.2,50,m,112.79,543.57,2224.45,3019.1,80.98,palatal,0.4620111241078683,0.2555834132268349,ch
p04,carrier,1,mebochiana,hit,i,27.2,60,m,112.01,554.56,2221.43,3031.6,81.38,palatal,0.5613405570992047,0.24591383433841735,ch
p04,carrier,1,mebochiana,hit,i,27.2,70,m,111.24,566,2228.52,3084.87,81.72,palatal,0.6647371643258567,0.2686149317950009,ch
p04,carrier,1,mebochiana,hit,i,27.2,80,m,110.49,577.43,2235.61,3138.14,82.01,palatal,0.768043389902834,0.29131602925158445,ch
p04,carrier,1,mebochiana,hit,i,27.2,90,m,109.79,588.86,2242.7,3191.42,82.25,palatal,0.8713496154798124,0.31401712670816656,ch
p04,carrier,1,mebochiana,hit,i,27.2,100,m,109.09,601.13,2249.66,3245.73,82.43,palatal,0.9822478996293764,0.3363019840139238,ch
p04,carrier,1,nhiape,hit,i,71.03,0,m,118.53,379.41,2117.8,3762.93,77.32,palatal,-1.0216940369347105,-0.08589360281612374,nh
p04,carrier,1,nhiape,hit,i,71.03,10,m,118.77,392.06,2115.23,3525,77.08,palatal,-0.907361250097548,-0.09412235041322135,nh
p04,carrier,1,nhiape,hit,i,71.03,20,m,118.79,399.24,2228.17,2929.35,76.98,palatal,-0.8424672256318699,0.2674942852350853,nh
p04,carrier,1,nhiape,hit,i,71.03,30,m,118.64,431.02,2379.2,2881.26,77.2,palatal,-0.5552343429690221,0.7510692850753866,nh
p04,carrier,1,nhiape,hit,i,71.03,40,m,118.33,451.45,2342.32,2848.22,77.56,palatal,-0.3705846326857625,0.6329851561333871,nh
p04,carrier,1,nhiape,hit,i,71.03,50,m,118.56,461.15,2180.76,2809.11,77.85,palatal,-0.2829144325023256,0.11569470407618536,nh
p04,carrier,1,nhiape,hit,i,71.03,60,m,119.33,472.65,2278.35,2823.97,78.06,palatal,-0.17897553537763233,0.42816298345389137,nh
p04,carrier,1,nhiape,hit,i,71.03,70,m,120.62,485.26,2414.41,2761.61,78.09,palatal,-0.06500427513916414,0.8638063290029312,nh
p04,carrier,1,nhiape,hit,i,71.03,80,m,120.7,500.86,2528.42,2959.04,78.02,palatal,0.07599109835172439,1.228848941277267,nh
p04,carrier,1,nhiape,hit,i,71.03,90,m,120.72,522.07,2562.12,3787.52,78.07,palatal,0.26769057730952867,1.3367511957606022,nh
p04,carrier,1,nhiape,hit,i,71.03,100,m,120.8,551.56,2538.82,3075.79,78.22,palatal,0.5342260621971108,1.2621481533433412,nh
p04,carrier,1,pachialo,hit,i,40.22,0,m,127.65,525.17,2234.75,2913.78,78.45,palatal,0.2957088887083582,0.2885624405615049,ch
p04,carrier,1,pachialo,hit,i,40.22,10,m,127.63,527.86,2218,2865.44,79.77,palatal,0.32002155247056957,0.2349314980512416,ch
p04,carrier,1,pachialo,hit,i,40.22,20,m,127.58,532.52,2197.12,2804.75,80.54,palatal,0.3621394012184885,0.1680769261339698,ch
p04,carrier,1,pachialo,hit,i,40.22,30,m,127.52,542.2,2165.79,2712.77,80.8,palatal,0.4496288381025787,0.06776304978492238,ch
p04,carrier,1,pachialo,hit,i,40.22,40,m,127.13,551.89,2134.45,2620.79,80.87,palatal,0.5372086566363415,-0.03258284503726619,ch
p04,carrier,1,pachialo,hit,i,40.22,50,m,126.73,568.27,2070.82,2644.42,80.76,palatal,0.6852537988017742,-0.23631638962998455,ch
p04,carrier,1,pachialo,hit,i,40.22,60,m,125.37,586.36,1998.94,2697.61,80.82,palatal,0.8487542030614008,-0.46646517456358033,ch
p04,carrier,1,pachialo,hit,i,40.22,70,m,123.22,601.27,1936.49,2724.89,81.03,palatal,0.9835132427248072,-0.6664205393257262,ch
p04,carrier,1,pachialo,hit,i,40.22,80,m,121.18,609.11,1895.03,2694.52,81.36,palatal,1.0543724560689465,-0.7991691289660556,ch
p04,carrier,1,pachialo,hit,i,40.22,90,m,120.81,616.94,1853.57,2664.14,81.79,palatal,1.1251412877634115,-0.931917718606385,ch
p04,carrier,1,pachialo,hit,i,40.22,100,m,120.43,626.05,1805.25,2651.68,82.15,palatal,1.2074789706161029,-1.0866309808210666,ch
p04,carrier,2,piano,hit,i,79.74,0,m,NA,393.89,2382.43,2713.9,72.08,other,-0.890821408207271,0.7614112518997538,other
p04,carrier,2,piano,hit,i,79.74,10,m,137.3,386.8,2559.25,2817.34,75.78,other,-0.954901997825886,1.3275618939692917,other
p04,carrier,2,piano,hit,i,79.74,20,m,136.67,392.1,2488.73,2814.26,77.17,other,-0.9069997234988534,1.1017676213827985,other
p04,carrier,2,piano,hit,i,79.74,30,m,136.17,411.03,2406.78,2576.53,77.73,other,-0.7359072606666412,0.8393762339967645,other
p04,carrier,2,piano,hit,i,79.74,40,m,134.71,431.47,2535.06,2633.04,78.17,other,-0.5511671687337076,1.2501092074425293,other
p04,carrier,2,piano,hit,i,79.74,50,m,132.75,458.21,2438.68,2754.27,78.56,other,-0.30948663750637767,0.941515163314817,other
p04,carrier,2,piano,hit,i,79.74,60,m,132.62,493.2,2386.23,2826.05,79.37,other,0.00675875470171105,0.7735782716931275,other
p04,carrier,2,piano,hit,i,79.74,70,m,132.73,530.42,2365.11,2838.82,80.85,other,0.3431592547870225,0.7059552564204855,other
p04,carrier,2,piano,hit,i,79.74,80,m,132.8,562.28,2302.44,2813.78,82.1,other,0.63111519064726,0.5052954852492495,other
p04,carrier,2,piano,hit,i,79.74,90,m,132.79,586.29,2203.07,2782.41,82.21,other,0.8481215315136849,0.1871279176525418,other
p04,carrier,2,piano,hit,i,79.74,100,m,132.67,643.83,2102.14,2768.66,81.13,other,1.3681775437358468,-0.13603453175407831,other
p05,carrier,1,chiaba,hit,i,130.49,0,f,NA,356.72,3018.33,3863.9,75.79,palatal,-0.8008515577643174,0.6591601781711085,ch
p05,carrier,1,chiaba,hit,i,130.49,10,f,99.06,356.19,2955.82,3764.88,75.17,palatal,-0.8043926801426097,0.5410678982843117,ch
p05,carrier,1,chiaba,hit,i,130.49,20,f,97.85,368.8,2957.15,3647.23,75.5,palatal,-0.7201406929911712,0.5435804999840307,ch
p05,carrier,1,chiaba,hit,i,130.49,30,f,96.57,362.24,3004.22,3643.66,76.18,palatal,-0.7639704341262573,0.6325039300635621,ch
p05,carrier,1,chiaba,hit,i,130.49,40,f,96.18,355.5,3058.65,3638.98,76.5,palatal,-0.8090028205973672,0.7353316823310139,ch
p05,carrier,1,chiaba,hit,i,130.49,50,f,95.62,373.01,3115.01,3589.4,76.93,palatal,-0.6920121548541724,0.8418055408243734,ch
p05,carrier,1,chiaba,hit,i,130.49,60,f,95.63,384.76,3144.84,3223.5,76.58,palatal,-0.6135061398637363,0.8981596075180729,ch
p05,carrier,1,chiaba,hit,i,130.49,70,f,95.61,410.15,3060.12,3149.42,75.94,palatal,-0.44386633385461494,0.7381087684201767,ch
p05,carrier,1,chiaba,hit,i,130.49,80,f,95.56,449.57,3069.75,3140.72,76.3,palatal,-0.18048700526542363,0.7563015160655113,ch
p05,carrier,1,chiaba,hit,i,130.49,90,f,95.62,485.82,2696.48,3167.74,76.73,palatal,0.06171240268379454,0.05112945858119207,ch
p05,carrier,1,chiaba,hit,i,130.49,100,f,97.84,536.55,1892.58,3188.65,76.78,palatal,0.4006579465531416,-1.4675776890911212,ch
p05,carrier,1,costonhialo,hit,i,95.25,0,f,186.1,438.19,2548.08,3713.86,75.58,palatal,-0.25652091595403337,-0.2292239942295697,nh
p05,carrier,1,costonhialo,hit,i,95.25,10,f,185.91,470.28,3381.39,3828.76,75.11,palatal,-0.04211597799291871,1.3450437669681106,nh
p05,carrier,1,costonhialo,hit,i,95.25,20,f,185.25,451.15,3434.97,3875.47,74.83,palatal,-0.16993045176032678,1.4462657211567935,nh
p05,carrier,1,costonhialo,hit,i,95.25,30,f,184.54,442.72,3264.4,3861.26,74.79,palatal,-0.22625434166410327,1.1240292761033468,nh
p05,carrier,1,costonhialo,hit,i,95.25,40,f,184.4,451.37,3103.44,3723.98,74.51,palatal,-0.16846055190518652,0.8199477952110273,nh
p05,carrier,1,costonhialo,hit,i,95.25,50,f,184.18,512.13,2940.23,3583.68,73.92,palatal,0.23749906263259263,0.511615672345499,nh
p05,carrier,1,costonhialo,hit,i,95.25,60,f,183.7,601.72,2891.41,3443.15,73.95,palatal,0.836082371823502,0.4193861873979152,nh
p05,carrier,1,costonhialo,hit,i,95.25,70,f,183.77,681.95,2860.4,3316.08,74.28,palatal,1.3721281235411786,0.36080289513604424,nh
p05,carrier,1,costonhialo,hit,i,95.25,80,f,184.06,766.41,2823.71,3294.38,73.96,palatal,1.9364360406554115,0.29148909335958295,nh
p05,carrier,1,costonhialo,hit,i,95.25,90,f,184.28,831.39,2809.49,3326.2,73.48,palatal,2.370591006959969,0.26462503608890164,nh
p05,carrier,1,costonhialo,hit,i,95.25,100,f,184.67,868.54,2495.72,3306.45,73.34,palatal,2.6188036415893055,-0.32814115588166887,nh
p05,carrier,1,falukiago,hit,i,78.29,0,f,216.92,384.76,3117.82,3574.16,68.58,other,-0.6135061398637363,0.8471141203553588,other
p05,carrier,1,falukiago,hit,i,78.29,10,f,216.5,426.25,2905.9,3574.19,71.33,other,-0.3362963899102724,0.44676032170538155,other
p05,carrier,1,falukiago,hit,i,78.29,20,f,213.32,462.95,2838.47,3575.81,72.38,other,-0.091090368620995,0.31937330470383346,other
p05,carrier,1,falukiago,hit,i,78.29,30,f,211.06,559.29,2888.16,3741.5,73.15,other,0.5525921406708029,0.4132463712143911,other
p05,carrier,1,falukiago,hit,i,78.29,40,f,211.22,618.78,2909.61,3484.61,74.77,other,0.9500664242266372,0.45376915802565065,other
p05,carrier,1,falukiago,hit,i,78.29,50,f,211.49,660.74,2480.99,3206.06,76.47,other,1.2304164147797187,-0.3559686919996104,other
p05,carrier,1,falukiago,hit,i,78.29,60,f,210.64,705.89,1875.38,2992.75,77.11,other,1.5320799532323308,-1.5000714855085406,other
p05,carrier,1,falukiago,hit,i,78.29,70,f,209.61,782.98,1881.54,2773.65,77.07,other,2.047146225199372,-1.488434172373,other
p05,carrier,1,falukiago,hit,i,78.29,80,f,208.76,826.52,1855.92,2762.07,77.34,other,2.33805276925755,-1.5368348156412728,other
p05,carrier,1,falukiago,hit,i,78.29,90,f,208.3,859.74,1805.23,2707.36,77.88,other,2.560007647383703,-1.6325970563621457,other
p05,carrier,1,falukiago,hit,i,78.29,100,f,208.19,880.35,1756.05,2660.27,78.34,other,2.697710538358417,-1.7255066440254423,other
p05,carrier,1,liamo,hit,i,144.48,0,f,189.25,384.54,2102.84,3259.57,73.42,other,-0.6149760397188762,-1.0703599196302669,other
p05,carrier,1,liamo,hit,i,144.48,10,f,190.28,384.84,2671.33,3412.96,76.42,other,-0.6129716308255035,0.003616727191767,other
p05,carrier,1,liamo,hit,i,144.48,20,f,190.1,385.22,3119.13,3575.14,77.4,other,-0.6104327128938977,0.8495889385708715,other
p05,carrier,1,liamo,hit,i,144.48,30,f,189.67,380.47,3060.22,3584.33,78.65,other,-0.6421691870389676,0.738297685841208,other
p05,carrier,1,liamo,hit,i,144.48,40,f,189.53,385.3,3074.38,3613.93,79.48,other,-0.609898203855665,0.7650483926592705,other
p05,carrier,1,liamo,hit,i,144.48,50,f,189.6,408.08,3100.79,3619.98,79.75,other,-0.4576967552188875,0.8149414835536921,other
p05,carrier,1,liamo,hit,i,144.48,60,f,190.04,469.22,3057.28,3638.93,79.83,other,-0.04919822274950238,0.7327435136628824,other
p05,carrier,1,liamo,hit,i,144.48,70,f,189.89,515.94,2992.23,3618.04,80,other,0.2629550555784281,0.6098527312818844,other
p05,carrier,1,liamo,hit,i,144.48,80,f,189.6,582.08,2929.41,3588.82,79.44,other,0.7048604029373602,0.4911748073898892,other
p05,carrier,1,liamo,hit,i,144.48,90,f,190.07,707.85,2826.79,3563.83,79.83,other,1.5451754246690337,0.2973077499273533,other
p05,carrier,1,liamo,hit,i,144.48,100,f,190.9,746.82,1679.48,3245.52,81.26,other,1.805548139918166,-1.87016071330927,other
p05,carrier,1,manhiala,hit,i,146.51,0,f,190.52,398,3878.76,4086.38,78,palatal,-0.5250448940362148,2.284662343952535,nh
p05,carrier,1,manhiala,hit,i,146.51,10,f,189.97,401.47,3730.72,3901.43,77.8,palatal,-0.5018605645028688,2.004988993857486,nh
p05,carrier,1,manhiala,hit,i,146.51,20,f,190.11,424.26,3171.53,3916.73,77.52,palatal,-0.34959230223631227,0.9485816671913831,nh
p05,carrier,1,manhiala,hit,i,146.51,30,f,189.58,431.04,3189.28,3732.39,76.98,palatal,-0.3042926612460859,0.9821145094244764,nh
p05,carrier,1,manhiala,hit,i,146.51,40,f,188.74,488.74,3087.83,3668.97,76.62,palatal,0.0812219825792903,0.7904577857880083,nh
p05,carrier,1,manhiala,hit,i,146.51,50,f,187.79,560.81,3108.58,3705.03,75.78,palatal,0.5627478123972252,0.8296581506520467,nh
p05,carrier,1,manhiala,hit,i,146.51,60,f,187.45,643.74,3054.06,3654.56,74.75,palatal,1.1168332441552578,0.7266603727056673,nh
p05,carrier,1,manhiala,hit,i,146.51,70,f,184.09,711.88,2959.17,3462.85,74.37,palatal,1.5721013174700087,0.5473966318888671,nh
p05,carrier,1,manhiala,hit,i,146.51,80,f,184.11,802.14,2982.2,3494.28,72.98,palatal,2.175161139856117,0.5909043139524236,nh
p05,carrier,1,manhiala,hit,i,146.51,90,f,184.71,852,1643.76,3049.93,71.97,palatal,2.508293897934683,-1.9376420161017256,nh
p05,carrier,1,manhiala,hit,i,146.51,100,f,183.72,861.54,1814.07,3176.19,73.53,palatal,2.5720341007439393,-1.61589675634296,nh
p05,carrier,1,nhiape,hit,i,170.15,0,f,200.25,285.38,2461.77,3565.77,80.17,palatal,-1.277499992608379,-0.39227862032186633,nh
p05,carrier,1,nhiape,hit,i,170.15,10,f,198.32,295.25,1106.4,3432.24,79.74,palatal,-1.2115549400164125,-2.9528086697566502,nh
p05,carrier,1,nhiape,hit,i,170.15,20,f,196.98,293.08,3256.89,3729.62,79.57,palatal,-1.2260534976784765,1.10984157778388,nh
p05,carrier,1,nhiape,hit,i,170.15,30,f,195.1,444.1,3143.72,3708.64,79.57,palatal,-0.21703406075458825,0.8960437324025193,nh
p05,carrier,1,nhiape,hit,i,170.15,40,f,192.73,424.17,3081.89,3631.54,79.51,palatal,-0.35019362490432393,0.7792360909787365,nh
p05,carrier,1,nhiape,hit,i,170.15,50,f,191.46,386.71,3118.24,3556.74,79.35,palatal,-0.6004774820568128,0.8479075735236904,nh
p05,carrier,1,nhiape,hit,i,170.15,60,f,190.46,422.59,3038.94,3442.9,79.08,palatal,-0.3607501784094212,0.6980960586457031,nh
p05,carrier,1,nhiape,hit,i,170.15,70,f,188.6,504.24,2967.08,3463.5,78.14,palatal,0.18478310873688705,0.5623399998924594,nh
p05,carrier,1,nhiape,hit,i,170.15,80,f,187.19,669.6,2921.53,3360.43,77.78,palatal,1.2896132907639966,0.4762881146126069,nh
p05,carrier,1,nhiape,hit,i,170.15,90,f,187.33,783.72,2825.85,3472.57,77.84,palatal,2.052090433803025,0.295531926169657,nh
p05,carrier,1,nhiape,hit,i,170.15,100,f,187.11,846.07,2165.56,3142.18,77.39,palatal,2.4686734154756804,-0.9518709131593036,nh
p05,carrier,1,pachialo,hit,i,66.07,0,f,186.83,379.02,3123.83,3461.92,73.1,palatal,-0.6518571633569367,0.8584680573593522,ch
p05,carrier,1,pachialo,hit,i,66.07,10,f,187.67,414.61,3023.14,3348.96,72.71,palatal,-0.41406745497313846,0.6682471061227241,ch
p05,carrier,1,pachialo,hit,i,66.07,20,f,190.05,432.58,2957.56,3399.45,72.65,palatal,-0.29400336226010554,0.5443550614102596,ch
p05,carrier,1,pachialo,hit,i,66.07,30,f,195.01,452,2980.49,3367,72.96,palatal,-0.1642512932291036,0.5876738260527846,ch
p05,carrier,1,pachialo,hit,i,66.07,40,f,195.23,473.38,3045.13,3301,73.57,palatal,-0.02140375276139921,0.7097900470075537,ch
p05,carrier,1,pachialo,hit,i,66.07,50,f,194.4,505.45,2924.2,3467.91,74.35,palatal,0.19286755794015736,0.4813322097541475,ch
p05,carrier,1,pachialo,hit,i,66.07,60,f,193.23,527.17,2847.37,3478.53,74.99,palatal,0.33798676182035076,0.33618695517563807,ch
p05,carrier,1,pachialo,hit,i,66.07,70,f,192.1,543,2803.16,3378.59,75.05,palatal,0.44375273776065793,0.2526665633376072,ch
p05,carrier,1,pachialo,hit,i,66.07,80,f,191.09,588.17,2753.75,3377.37,74.99,palatal,0.7455499034728282,0.1593224656059381,ch
p05,carrier,1,pachialo,hit,i,66.07,90,f,190.36,615.97,2431.58,3319.66,75.29,palatal,0.931291794258712,-0.4493127897312794,ch
p05,carrier,1,pachialo,hit,i,66.07,100,f,189.89,630.7,1897.65,3220.42,75.91,palatal,1.0297082709233183,-1.4579995758448232,ch
p05,carrier,2,piano,hit,i,71.09,0,f,204.82,297.3,2496.24,3302.65,75.67,other,-1.197858145911698,-0.327158785292305,other
p05,carrier,2,piano,hit,i,71.09,10,f,202.53,345.19,2600.91,3427.49,77.99,other,-0.8778876728996138,-0.12941892069862285,other
p05,carrier,2,piano,hit,i,71.09,20,f,195.91,353.43,2673.46,3431.29,78.61,other,-0.8228332419616398,0.00764066825973838,other
p05,carrier,2,piano,hit,i,71.09,30,f,194.66,347.47,2793.56,3370.04,78.68,other,-0.86265416530998,0.23453049091858236,other
p05,carrier,2,piano,hit,i,71.09,40,f,193.92,366.81,3125.03,3315.89,78.89,other,-0.7334366053172111,0.8607350664117307,other
p05,carrier,2,piano,hit,i,71.09,50,f,193.35,398.15,3142.06,3218.32,79.48,other,-0.5240426895895286,0.8929077032133965,other
p05,carrier,2,piano,hit,i,71.09,60,f,193.13,442.29,3076.68,3222.46,80.1,other,-0.22912732774460437,0.7693934933429948,other
p05,carrier,2,piano,hit,i,71.09,70,f,192.89,500.93,2988.35,3375.15,80.33,other,0.1626677972800067,0.6025227353458616,other
p05,carrier,2,piano,hit,i,71.09,80,f,192.57,582.65,2984.03,3389.94,80.23,other,0.7086687798347682,0.5943615027573009,other
p05,carrier,2,piano,hit,i,71.09,90,f,192.08,645.65,2734.33,3248.07,80.15,other,1.1295946474430645,0.12263470244161864,other
p05,carrier,2,piano,hit,i,71.09,100,f,191.62,698.37,2320.62,3059.35,80.52,other,1.4818361036384518,-0.6589355601078436,other
p06,carrier,1,chiaba,hit,i,205.3,0,f,218.36,1872.98,3223.35,4318.41,72.61,palatal,6.438559853360914,3.135896766067299,ch
p06,carrier,1,chiaba,hit,i,205.3,10,f,219.64,239.52,2378.02,3450.66,73.52,palatal,-0.972091167861776,0.5764461761749221,ch
p06,carrier,1,chiaba,hit,i,205.3,20,f,221.68,283.22,2372.33,3379.36,75.24,palatal,-0.773833818659817,0.559218260619473,ch
p06,carrier,1,chiaba,hit,i,205.3,30,f,220.62,287.61,2422.13,3436.4,76.1,palatal,-0.7539173481106958,0.7100003686443164,ch
p06,carrier,1,chiaba,hit,i,205.3,40,f,220.89,272.95,2446.19,3302.96,76.73,palatal,-0.8204265641130006,0.7828481099912583,ch
p06,carrier,1,chiaba,hit,i,205.3,50,f,218.33,285.59,2399.58,3374.57,76.23,palatal,-0.7630816466321595,0.64172453458889,ch
p06,carrier,1,chiaba,hit,i,205.3,60,f,216.4,313.55,2422.66,3369.09,76.2,palatal,-0.6362332373944759,0.7116050778261062,ch
p06,carrier,1,chiaba,hit,i,205.3,70,f,213.74,361.88,2438.44,3334.86,75.8,palatal,-0.4169705900962914,0.7593830228990388,ch
p06,carrier,1,chiaba,hit,i,205.3,80,f,211.47,405.94,2454.3,3315.84,77.12,palatal,-0.21707999957367577,0.8074031882258265,ch
p06,carrier,1,chiaba,hit,i,205.3,90,f,214.51,427.67,2213.4,3264.17,83.45,palatal,-0.11849573874624858,0.07801744880444797,ch
p06,carrier,1,chiaba,hit,i,205.3,100,f,212.85,507.14,1947.5,3251.82,82.89,palatal,0.242042282788755,-0.7270621199466709,ch
p06,carrier,1,costonhialo,hit,i,156.02,0,f,97.58,294.64,1162.71,3172.55,82.07,palatal,-0.7220237745434244,-3.103212532734149,nh
p06,carrier,1,costonhialo,hit,i,156.02,10,f,98.22,311.09,2523.42,3386.91,81.52,palatal,-0.647393719752298,1.0166814875566923,nh
p06,carrier,1,costonhialo,hit,i,156.02,20,f,98.73,329.05,2524.14,3311.85,81.46,palatal,-0.5659131249773052,1.0188614698413885,nh
p06,carrier,1,costonhialo,hit,i,156.02,30,f,99,334.2,2652.45,3276.13,81.49,palatal,-0.5425487005290195,1.4073524794933476,nh
p06,carrier,1,costonhialo,hit,i,156.02,40,f,98.83,345.01,2697.63,3243.74,81.36,palatal,-0.4935060930948508,1.5441463678580554,nh
p06,carrier,1,costonhialo,hit,i,156.02,50,f,98.49,333.18,2595.18,3280.22,80.98,palatal,-0.5471762176042139,1.2339530552647784,nh
p06,carrier,1,costonhialo,hit,i,156.02,60,f,98.18,334.84,2592.14,3270.27,80.31,palatal,-0.5396451604034074,1.224748685618282,nh
p06,carrier,1,costonhialo,hit,i,156.02,70,f,97.94,336.86,2711.16,3473.09,79.33,palatal,-0.5304808618819437,1.58511186829131,nh
p06,carrier,1,costonhialo,hit,i,156.02,80,f,97.3,368.23,2608.94,3375.21,78.04,palatal,-0.38816202791248267,1.275614938927868,nh
p06,carrier,1,costonhialo,hit,i,156.02,90,f,97.18,469.93,2231.06,3272.95,77.5,palatal,0.07322864517308267,0.13148756984297613,nh
p06,carrier,1,costonhialo,hit,i,156.02,100,f,97.72,567.27,2010.91,3329.45,79.55,palatal,0.5148389511529147,-0.5350722912347172,nh
p06,carrier,1,falufialo,hit,i,80.57,0,f,NA,256.8,1864.72,3532.02,72.13,other,-0.8936955844702462,-0.9776995276233073,other
p06,carrier,1,falufialo,hit,i,80.57,10,f,106.24,289.48,1948.97,3471.55,73.58,other,-0.7454335668061727,-0.7226113227820822,other
p06,carrier,1,falufialo,hit,i,80.57,20,f,106.22,318.34,2098.82,3107.14,73.72,other,-0.6145020542668472,-0.26890250977961794,other
p06,carrier,1,falufialo,hit,i,80.57,30,f,106.38,323.87,2135.34,2923.84,74.33,other,-0.5894136528689791,-0.15832896389473322,other
p06,carrier,1,falufialo,hit,i,80.57,40,f,106.81,330.74,2139.34,2969.78,75.05,other,-0.5582459643331105,-0.14621795120197476,other
p06,carrier,1,falufialo,hit,i,80.57,50,f,107.26,338.82,2139.77,3031.29,75.98,other,-0.5215887702472564,-0.14491601733750373,other
p06,carrier,1,falufialo,hit,i,80.57,60,f,109.91,348.39,2133.64,3051.32,77.56,other,-0.4781717718064613,-0.16347614428915638,other
p06,carrier,1,falufialo,hit,i,80.57,70,f,110.55,360.7,2104.1,3061.62,79.38,other,-0.42232399220288896,-0.2529159730251775,other
p06,carrier,1,falufialo,hit,i,80.57,80,f,110.51,386.3,2077.5,3093.75,80.75,other,-0.3061823871784004,-0.333454207432021,other
p06,carrier,1,falufialo,hit,i,80.57,90,f,110.97,426.69,2012.24,3135.48,81.78,other,-0.12294178456359237,-0.5310453795143752,other
p06,carrier,1,falufialo,hit,i,80.57,100,f,111.88,453.25,1935.92,3165.91,82.62,other,-0.00244486935068561,-0.7621235016922064,other
p06,carrier,1,falukiago,hit,i,94.2,0,f,94.26,1139.33,2971.19,3850.05,69.41,other,3.110150145305604,2.372418525915806,other
p06,carrier,1,falukiago,hit,i,94.2,10,f,95.4,220.53,2789.84,3381,70.17,other,-1.0582446475264258,1.8233354879578696,other
p06,carrier,1,falukiago,hit,i,94.2,20,f,98.13,252.65,2747.44,3369.64,70.83,other,-0.9125232274722628,1.69495875341463,other
p06,carrier,1,falukiago,hit,i,94.2,30,f,100.09,279.68,2499.81,3367,71.62,other,-0.7898940249796097,0.9451962351376852,other
p06,carrier,1,falukiago,hit,i,94.2,40,f,102.21,322.6,2286.09,3324.98,72.76,other,-0.5951753653057407,0.29810482696360124,other
p06,carrier,1,falukiago,hit,i,94.2,50,f,104.19,369.9,2207.47,3258.99,74.51,other,-0.38058560289721344,0.06006287248743267,other
p06,carrier,1,falukiago,hit,i,94.2,60,f,106.34,396.51,2143.29,3248.25,77.89,other,-0.2598618486119932,-0.13425832616787634,other
p06,carrier,1,falukiago,hit,i,94.2,70,f,107.12,423.72,2071.96,3246.15,81.71,other,-0.13641602545901138,-0.35022796001149137,other
p06,carrier,1,falukiago,hit,i,94.2,80,f,106.79,452.38,2008.47,3269.21,82.76,other,-0.00639186920893973,-0.5424600089773001,other
p06,carrier,1,falukiago,hit,i,94.2,90,f,104.61,513,1921.82,3215.08,81.05,other,0.26862782206389185,-0.8048148214341805,other
p06,carrier,1,falukiago,hit,i,94.2,100,f,102.74,599.07,1841.23,3263.94,80.3,other,0.6591086011442717,-1.0488214496615311,other
p06,carrier,1,liamo,hit,i,117.23,0,f,195.94,334.27,2094.96,2925.76,76.3,other,-0.5422311258277808,-0.2805896370281302,other
p06,carrier,1,liamo,hit,i,117.23,10,f,198.99,334.54,2217.46,3033.83,76.33,other,-0.541006194837288,0.09031012668759764,other
p06,carrier,1,liamo,hit,i,117.23,20,f,199.53,343.74,2219.81,3257.94,76.4,other,-0.4992678055316124,0.09742534664459296,other
p06,carrier,1,liamo,hit,i,117.23,30,f,199.82,353.2,2246.42,3431.46,76.45,other,-0.45634985304990705,0.177993858583169,other
p06,carrier,1,liamo,hit,i,117.23,40,f,201.18,361.49,2284.9,3321.33,76.75,other,-0.4187399348603363,0.2945018006875054,other
p06,carrier,1,liamo,hit,i,117.23,50,f,202.5,373.49,2318.49,3188.32,77.09,other,-0.3642985575051073,0.3962040297749437,other
